topic_id,category_id,post_count,avg_score
194507,19,1,832.8
194508,21,1,51.6
194521,19,1,431.2
19452,21,2,284.2
194539,20,3,51.800000000000004
194562,7,1,249.2
194563,19,1,108.2
19457,7,4,73.30000000000001
19460,7,1,677.0
194610,20,2,185.7
194615,7,203,936.7034482758621
194618,19,1,1396.2
194629,8,11,2336.9818181818187
19463,7,15,659.8799999999999
194640,20,6,1628.1666666666663
194649,19,2,66.0
194661,21,10,6052.88
194679,7,10,48.239999999999995
194708,19,4,10.700000000000001
19472,7,33,358.030303030303
194742,20,2,169.2
194759,8,1,497.4
194763,21,8,1115.3749999999995
194764,7,7,1149.8285714285712
194768,7,1,275.6
19476,7,1,409.0
194775,7,1,92.4
194778,21,1,1331.0
194782,20,6,568.6666666666666
194793,20,1,83.0
194795,21,4,502.95
194796,7,1,160.4
19480,21,5,422.76000000000005
194842,7,6,123.06666666666666
19484,7,9,1839.3111111111111
19490,7,2,26.9
19492,7,6,335.56666666666666
194938,8,9,6087.7555555555555
19493,21,3,58.0
194969,14,3,44.199999999999996
195034,7,5,58.04
19505,14,3,559.8
19507,7,3,2668.9333333333334
195088,19,2,58.6
195101,7,1,77.6
195118,20,9,5176.844444444444
19511,7,11,41.36363636363637
19512,7,2,1457.6
195171,7,2,488.2
195244,21,2,244.39999999999998
195247,7,1,63.0
195270,21,1,3106.6
195298,8,6,11545.83333333333
195312,7,11,255.1090909090909
195339,19,1,851.6
195347,14,2,112.19999999999999
195391,20,4,783.5999999999999
195412,21,4,494.6
195434,19,2,16.0
19550,7,3,37.93333333333333
195520,20,3,21.133333333333333
195541,19,1,137.6
195546,20,3,199.26666666666665
19558,7,1,31.8
195593,20,7,49.57142857142857
19559,8,3,438.6000000000001
195601,19,1,246.4
195640,8,8,152.325
195677,7,3,35.13333333333333
195706,21,1,43.4
195712,19,1,1322.6
19572,7,2,445.8
195747,8,1,29.0
19576,7,11,27165.672727272726
195796,20,2,104.0
19579,7,5,2429.96
19580,7,2,604.7
195810,19,1,16110.8
195834,19,1,95.8
195853,8,9,12689.133333333335
195856,19,1,40.6
19585,7,4,156.8
195879,7,6,2058.8333333333335
19587,7,5,252.24
19589,7,4,90.39999999999999
195945,7,1,444.2
195946,20,5,33.52
19594,7,2,91.0
19598,14,3,4181.133333333333
195991,7,4,2100.4
196014,7,2,82.10000000000001
19603,7,2,209.3
19615,7,3,6146.799999999999
196166,7,9,264.3555555555556
19617,21,3,5101.533333333334
19618,21,1,3614.6
196211,7,1,2395.0
196236,21,2,128.6
19625,7,20,1166.92
196276,19,1,2535.6
196308,7,3,919.1333333333333
196370,8,2,196.6
196396,20,2,562.3000000000001
196426,7,7,596.1999999999999
19644,8,1,269.0
19645,7,4,22.049999999999997
19646,14,1,540.6
196489,8,2,169.1
19648,7,13,1822.2923076923075
19651,7,14,780.2857142857143
196633,7,2,3279.5
196647,20,2,652.1
196650,20,1,124.0
196659,7,4,1666.25
19665,7,3,66.93333333333332
196664,7,2,3210.5
196684,19,4,125.10000000000001
19668,8,3,1270.4
196690,20,4,26.750000000000004
196710,19,1,136.4
19673,7,2,756.3
196779,7,5,22.359999999999996
196784,21,1,203.0
196787,19,3,188.0
19678,7,1,21.6
196801,21,1,173.0
196860,20,2,2024.8
196866,20,3,41.0
196868,19,2,18.6
196869,7,1,296.4
196876,7,4,1040.1000000000001
196877,19,1,51.8
19687,7,1,359.8
196921,8,1,3785.4
196930,19,1,20.6
196958,19,1,16.0
19695,21,1,89.4
196971,7,1,4459.0
19697,7,9,630.1333333333332
196981,7,2,4151.4
19698,21,10,301.24
196994,20,9,33.53333333333333
197003,21,74,2190.2243243243242
197004,20,5,729.04
197025,19,3,54.93333333333334
197035,7,5,367.03999999999996
19706,21,6,115.89999999999999
197099,8,7,8201.628571428571
197153,7,16,435.5875000000001
19716,7,2,173.8
197241,19,2,86.39999999999999
19726,8,1,142.0
197288,21,1,57.6
197296,19,2,11.1
197304,8,3,25.400000000000002
197313,20,6,318.7
197336,7,4,4391.75
197377,19,1,126.4
19742,7,4,50.24999999999999
197439,7,2,12226.6
197443,19,2,85.30000000000001
197447,21,2,1852.1000000000001
19746,7,6,332.2333333333333
197496,19,1,28.8
197529,19,1,192.4
197539,21,2,353.59999999999997
197553,19,1,220.6
19760,7,10,8373.94
197621,8,2,32.9
197658,21,19,40.46315789473684
197659,7,3,1330.6666666666667
19770,21,3,585.1333333333333
19772,21,1,210.2
197805,7,2,2666.0
19783,7,5,20.400000000000002
197853,20,10,111.53999999999999
197866,7,20,3769.660000000001
19792,7,10,343.74
197952,8,2,1060.1000000000001
198010,14,7,142.48571428571427
19801,7,2,6702.7
198035,20,14,766.7285714285712
19806,21,5,29.040000000000003
198108,19,1,51.8
198154,20,1,276.6
198158,20,1,29.4
198161,7,2,422.5
198168,19,2,13.5
198170,8,3,40.93333333333333
198174,20,1,379.6
198187,7,3,777.9333333333334
198217,20,4,191.89999999999998
198220,8,3,23.066666666666666
19822,8,1,39.6
19824,7,2,1160.1
198261,19,1,21.2
198292,7,2,119.0
19829,7,14,4563.971428571428
198303,19,7,68.42857142857143
198307,8,1,1265.2
198323,19,6,8.100000000000001
198331,21,2,63.1
198344,8,6,141.63333333333335
198374,7,4,759.6
198389,7,4,2889.2000000000003
198399,20,3,25.866666666666664
198413,8,2,260.2
19842,21,1,36.4
198439,7,2,2625.0
198448,20,3,40.53333333333333
198453,19,5,275.28
198455,21,2,968.0999999999999
198474,21,4,447.55
198477,20,5,1800.1200000000003
19848,8,3,286.1333333333334
19850,7,3,624.5333333333334
198513,8,5,476.16
198552,19,3,9.266666666666666
198558,8,4,4471.2
198605,7,1,838.6
198611,19,2,1545.8
198619,19,2,18.6
198630,7,4,1356.9499999999998
19871,21,11,134.05454545454546
198724,19,1,56.0
198725,7,2,365.09999999999997
19875,7,4,13778.699999999999
198766,8,1,683.4
19877,8,4,169.85
198814,21,1,249.6
198820,19,2,30.6
198831,21,9,308.73333333333335
198888,7,1,187.6
198925,7,3,33.666666666666664
198928,7,6,133.3
19892,8,2,71.0
198943,19,1,52.2
198944,19,1,25.8
19894,7,3,117.26666666666667
198966,20,2,276.5
198989,8,3,164.33333333333334
19900,7,2,1497.0
199026,19,2,197.1
19902,21,2,1036.7
199038,7,3,952.1333333333333
19904,8,2,51.5
199070,19,1,46.2
19909,21,2,348.3
199141,8,3,2859.4
199163,19,1,117.0
199208,20,3,70.86666666666666
199234,7,10,391.48
19923,7,4,1146.0
199240,19,20,400.36
199248,22,3,83.06666666666666
199264,19,13,48.64615384615385
19926,7,3,24.400000000000002
199286,7,7,338.6285714285714
199311,7,33,299.3939393939394
199313,7,2,1081.3
199366,21,7,50.342857142857135
19936,8,2,767.9
19937,21,1,231.4
199394,19,1,26.2
199399,20,5,675.9200000000001
19942,7,1,3858.2
19945,7,2,1018.3000000000001
19947,7,2,102.2
199505,21,1,268.4
19950,7,2,26.8
199514,19,9,50.93333333333332
19954,7,2,279.4
19958,7,2,39.7
19960,7,4,1354.95
19962,8,2,13.1
19963,21,4,44.6
199647,7,12,1905.6666666666663
199655,7,8,1241.375
199667,19,2,124.1
19966,7,5,30.160000000000004
19971,7,1,329.8
199733,8,8,1861.075
199737,19,1,31.2
199757,19,1,551.8
19975,7,2,187.20000000000002
199765,19,1,161.2
199770,8,11,710.9272727272727
199795,7,2,31.2
199810,7,2,172.5
199837,19,1,228.8
199841,21,2,211.5
19989,7,4,775.8000000000001
19990,7,3,313.06666666666666
199932,7,4,1729.4999999999998
199947,19,9,919.7555555555555
199950,19,1,196.6
199963,20,1,178.8
199968,20,7,163.62857142857143
19998,7,5,204.20000000000002
20001,7,4,95.7
200048,7,7,3808.7999999999993
200059,21,9,445.2666666666666
20006,7,4,4059.3
20007,21,1,22.8
200103,8,12,1474.3833333333334
200157,21,5,121.51999999999998
20017,7,33,2171.048484848485
20023,7,1,60.4
200273,19,2,30.700000000000003
20030,7,19,3230.01052631579
200353,7,3,850.6666666666666
20036,21,46,48.1826086956522
200379,7,9,2153.1111111111113
200411,19,53,2273.415094339623
200442,7,2,833.4
200466,7,2,92.3
200467,19,1,1498.6
200560,20,33,116.0727272727273
200564,19,1,25.6
20059,21,2,402.79999999999995
20060,8,6,49.166666666666664
200627,21,1,2503.2
200635,7,1,1080.8
20063,7,4,55.25
200647,19,1,76.8
20068,7,1,88.2
2006,7,3,23.400000000000002
200713,7,4,1823.55
200785,7,1,48.6
200809,7,2,2245.4
20085,8,3,58.866666666666674
200873,7,2,96.8
20088,7,8,334.8
200910,19,6,86.3
200919,7,3,96.86666666666667
200957,19,3,25.466666666666665
200972,8,4,5502.1
200992,21,2,89.1
201000,7,1,588.0
201014,21,1,4024.2
201026,21,5,4360.159999999999
201056,19,28,68.76428571428572
20105,7,1,263.0
201071,7,1,834.8
201098,7,9,31.17777777777778
201126,21,2,42.6
201152,8,3,86.8
20115,14,5,3671.12
20116,8,11,98.69090909090909
201177,7,1,97.0
201193,19,3,1418.6666666666667
20120,7,4,64.89999999999999
201213,20,1,323.4
201226,19,3,223.13333333333335
20122,21,4,20.349999999999998
201232,19,2,32.8
201243,19,1,47.2
201247,19,1,296.8
20125,7,2,5041.5
201264,7,11,293.2363636363636
201279,19,6,484.76666666666665
20129,7,16,507.52500000000003
201305,8,1,48.0
201325,7,4,173.8
201333,7,5,1801.9599999999998
201360,7,3,1767.466666666667
201367,19,1,70.6
20136,7,2,740.4
201399,19,1,88.6
201429,7,11,49.0
20142,8,1,513.2
201450,20,3,28.866666666666664
201465,19,5,38.919999999999995
20146,8,4,35.55
20150,8,2,29.0
201583,19,11,84.39999999999999
201585,19,2,18.8
201603,19,1,251.0
201708,19,3,10.466666666666667
201777,19,2,296.5
201778,19,3,264.6666666666667
201780,19,3,27.133333333333336
201792,19,1,56.0
20179,7,6,82.8
201811,7,2,92.6
20181,7,1,578.4
20185,8,1,70.0
201871,7,16,4223.462500000001
20187,7,1,48.6
201885,7,3,470.13333333333327
201902,19,2,566.5
20190,7,4,981.2
201917,7,2,1016.0
201936,7,7,593.0857142857143
20196,8,3,877.1333333333333
201976,19,2,119.30000000000001
20197,8,2,77.9
201992,19,3,51.666666666666664
201996,7,2,1455.6000000000001
202006,7,3,466.3333333333334
202064,20,1,807.2
2020,21,8,43.824999999999996
202108,7,3,22.0
20217,21,1,165.6
202198,21,3,124.86666666666666
20219,7,8,716.025
202203,7,2,4266.400000000001
202266,19,2,523.8
202268,19,1,15.6
20226,7,9,48.977777777777774
202270,7,3,1332.2
202276,21,5,260.00000000000006
202277,20,6,49.0
20228,21,1,65.0
202293,21,2,2440.9
202302,7,8,228.05
202317,19,1,130.8
202320,7,7,1171.542857142857
202357,7,2,398.8
202385,7,3,198.13333333333335
20243,7,1,363.0
202444,21,3,1276.9333333333332
20245,7,2,428.8
20250,7,6,1975.1000000000004
202519,7,2,854.3
202528,21,7,1164.1714285714286
202532,8,3,920.6666666666666
202548,19,1,20.6
202568,21,19,75.90526315789471
20257,7,2,34.2
20258,7,1,258.0
202632,7,8,177.79999999999995
20263,7,1,1621.2
202679,21,6,520.3333333333334
202690,19,1,38.2
202696,7,5,95.24000000000002
20269,8,3,475.26666666666665
20279,7,1,33.8
20280,7,2,273.20000000000005
20283,7,5,150.76000000000002
202868,20,3,96.86666666666667
202895,7,1,86.6
202926,21,2,30.1
20292,7,1,368.2
202932,7,4,1313.25
202938,19,2,23.900000000000002
202941,19,1,822.2
20296,8,4,1059.45
20300,7,2,32.5
203020,19,1,476.0
20302,8,4,985.3
203033,21,13,442.8153846153845
203057,7,5,101.72
20305,7,2,162.6
203061,7,6,390.7
203084,8,2,1360.6999999999998
203090,19,110,252.01454545454544
203138,8,7,1858.4285714285713
20316,7,3,18.866666666666667
20321,7,6,162.7
203229,7,6,728.0333333333333
203231,7,7,1303.4857142857143
203272,7,2,69.7
203302,7,2,1134.1
203308,19,3,168.13333333333335
203324,19,11,463.23636363636365
203346,8,5,3912.1600000000008
20334,7,1,1419.6
203371,19,1,37.0
20337,7,3,1064.0666666666668
203400,21,5,326.96
20340,7,2,18.200000000000003
203417,19,3,37.8
20342,7,2,332.8
203467,21,2,79.4
203468,7,16,650.075
20346,8,4,1807.5499999999997
203471,20,2,270.8
203478,21,5,392.43999999999994
20347,7,2,25.900000000000002
203490,7,3,811.0666666666667
20350,7,6,2265.6
203514,21,29,995.7379310344826
20352,7,6,44.166666666666664
203543,20,9,51.866666666666674
203546,19,2,83.5
203581,19,1,31.2
20358,21,2,100.5
203590,21,3,35.86666666666667
203645,8,20,207.66
203647,7,7,77.14285714285715
203662,19,2,39.7
203668,7,2,419.7
203669,20,6,77.3
20366,7,2,208.7
203670,19,4,203.45000000000002
203672,7,2,209.0
203695,20,10,174.45999999999998
203701,20,15,4336.8133333333335
203705,21,2,228.7
20370,7,4,452.15000000000003
203711,19,3,39.46666666666667
203712,20,1,9065.0
203723,20,3,55.53333333333333
20374,7,11,111.83636363636361
203773,19,1,1343.4
20379,7,3,22.666666666666668
203833,19,1,66.8
203843,20,8,312.65
203875,7,8,3939.7500000000005
203879,7,2,259.40000000000003
203922,19,1,21.4
203968,20,38,117.61052631578947
203983,19,4,1242.6499999999999
203984,20,5,631.12
204000,19,2,1298.8999999999999
204025,19,301,668.7787375415278
20407,21,3,121.0
204080,19,1,400.4
204082,19,3,122.26666666666665
20410,8,16,1175.4875
204114,20,4,95.55
20411,7,5,606.72
204120,20,3,230.46666666666667
204125,19,1,997.4
20412,21,4,394.55
20418,21,2,5330.3
204204,7,19,378.99999999999994
204209,20,1,108.8
20424,8,1,1229.0
20426,7,2,1213.1999999999998
20429,7,1,32.6
20432,7,8,444.87499999999994
20433,7,5,1747.9200000000005
204372,7,2,15.9
204383,8,1,138.4
20439,7,2,4276.1
204411,7,2,40.1
204441,19,1,26.0
204453,20,3,98.66666666666667
20448,7,2,15.399999999999999
20449,7,4,580.5
204504,7,2,272.7
204506,8,1,32.8
204526,19,2,125.2
204550,8,9,2270.244444444444
204564,20,5,26.160000000000004
20456,7,9,4654.311111111111
204586,20,2,121.6
204605,7,1,675.0
20460,14,4,2168.1000000000004
204628,7,7,1493.828571428571
204649,19,1,1111.8
204662,19,4,243.9
204706,19,19,942.4421052631579
204707,7,1,1308.8
204771,21,1,760.6
204785,19,11,1148.3636363636363
20480,21,2,32.6
204835,7,1,1284.4
204843,20,4,158.95
20484,7,11,1168.8909090909092
204874,19,8,429.50000000000006
204882,20,12,382.54999999999995
20490,7,1,185.0
204936,21,1,484.2
20495,7,2,27.900000000000002
204975,7,1,723.2
205003,7,2,36.7
205004,7,5,1045.8799999999999
205010,21,18,318.12222222222215
20501,7,2,112.1
205029,20,1,57.0
205034,7,5,210.4
205059,20,17,203.9764705882353
20505,7,2,20.700000000000003
205096,20,3,41.73333333333333
205137,20,61,1070.222950819672
20513,7,2,24.7
205161,20,6,56.46666666666666
205168,7,2,318.0
20518,7,1,27.4
205199,7,4,1336.75
205216,20,3,34.666666666666664
20521,7,2,494.7
205221,21,4,2526.9999999999995
205228,21,1,11.6
205241,8,20,2893.7
20525,7,2,38.1
205275,7,6,4887.2
205304,20,15,8937.72
205333,20,6,85.76666666666667
205334,7,8,1303.8750000000002
205336,21,1,2301.2
205353,19,10,300.2
205383,19,1,25.8
20541,7,1,68.0
205431,20,15,1721.8
20545,8,3,943.8000000000001
205463,19,3,386.93333333333334
20546,8,1,728.4
20548,8,2,81.3
20550,7,1,76.8
205520,20,45,705.9555555555554
205539,7,14,1832.5
20554,21,7,1176.5142857142857
205556,7,2,19.8
205574,7,24,8346.458333333334
20558,7,49,193.97551020408164
205592,8,5,453.0400000000001
205593,20,2,62.9
205628,7,2,60.8
205638,21,1,263.6
205643,20,2,79.0
205683,20,2,16.7
205709,19,1,707.6
205714,19,1,25.8
20575,21,67,161.0507462686567
205776,20,11,768.8000000000003
205784,20,11,1051.3999999999999
2057,8,2,70.8
20580,7,2,272.3
205880,19,2,136.2
205891,20,4,1676.5500000000002
205931,21,1,262.4
20595,21,10,94.53999999999999
20597,21,3,216.0
206013,8,2,2721.3
206027,19,4,1117.65
206103,20,10,62.15999999999999
206137,7,6,500.33333333333326
206168,7,4,118.25
20619,7,2,2288.6000000000004
206209,21,2,109.2
206211,20,6,35.9
206232,14,2,67.1
206233,7,8,96.525
206244,14,1,27.8
206254,19,6,150.3
206307,19,53,11328.279245283018
20630,8,2,145.2
20633,8,4,798.9999999999999
206405,7,3,14.733333333333334
206411,19,4,1339.2500000000002
206428,7,4,1478.4
20645,7,12,422.9666666666667
20649,7,24,695.9499999999999
206546,7,10,920.4200000000004
20656,8,2,218.1
206592,21,1,19.0
206598,19,5,110.64000000000001
20659,7,4,1844.3000000000002
206605,19,1,346.2
206648,20,4,93.25
20664,7,2,139.9
206679,7,1,16.6
206703,19,3,23.066666666666674
20670,7,2,513.8
20671,8,14,353.2285714285714
20672,7,7,555.7428571428571
20675,7,1,32.6
206764,19,1,26.2
206787,20,7,187.08571428571432
2067,7,17,2919.3529411764707
206805,20,8,436.25000000000006
206881,21,9,415.7111111111111
206882,20,6,29.899999999999995
20688,7,1,17.6
2068,21,3,100.8
206944,20,4,160.15
20694,21,2,29.1
207044,7,4,372.04999999999995
207070,19,65,926.2523076923078
20713,8,1,3048.2
207153,20,3,199.13333333333333
20718,7,2,7893.200000000001
20720,7,2,137.9
20722,21,4,177.15
207261,19,1,773.6
20729,7,3,71.53333333333335
2072,7,4,70.85000000000001
207341,7,9,2643.5555555555557
207379,7,6,885.4333333333334
20737,7,2,17.7
207389,21,75,125.30133333333326
207392,19,42,1081.9666666666667
207400,19,4,19.650000000000002
207424,20,4,477.30000000000007
207429,20,6,156.26666666666668
207432,7,2,279.6
207453,7,6,163.96666666666667
20745,8,9,134.6
20746,7,3,15.200000000000001
207499,20,1,47.6
207514,19,24,2304.616666666667
207538,7,4,2163.7000000000003
207587,20,9,422.55555555555554
207652,7,3,389.79999999999995
207653,7,4,876.1999999999999
20765,7,2,262.1
207671,19,4,1515.35
207681,8,8,983.2499999999999
207696,7,7,74.22857142857141
20769,7,2,26.3
2076,21,4,158.9
20771,7,2,101.5
20779,8,21,892.9428571428573
207814,7,2,315.90000000000003
20781,7,2,12.4
207830,20,32,1725.3249999999996
207840,21,2,167.3
207880,8,6,765.6999999999999
207896,20,5,144.8
207905,7,1,6051.8
207911,21,4,419.40000000000003
207937,7,4,1674.1
207938,19,1,20.6
20794,7,2,74.89999999999999
208007,19,2,129.3
208008,20,10,292.02
208022,7,2,521.8
208023,20,3,1127.3333333333333
20802,8,4,68.35000000000001
20803,7,2,621.5
20805,7,3,885.1999999999999
208091,20,20,471.26999999999987
20811,7,3,2424.5333333333333
208143,20,2,2113.7
208155,19,4,320.5
20817,7,3,14.133333333333333
208187,7,8,172.14999999999998
20818,8,6,229.96666666666667
208238,19,1,121.0
208276,7,11,4109.436363636362
208289,7,2,1409.8
208322,7,4,259.95
20834,7,1,47.8
20836,8,1,872.6
208373,19,14,883.5714285714287
208375,21,2,2488.7000000000003
208376,19,3,1093.8
20837,7,1,188.4
208407,20,4,2393.7
208409,20,1,130.4
208433,20,2,249.3
208444,20,1,72.8
20845,7,4,117.69999999999999
208465,7,6,36.766666666666666
208466,7,12,26.51666666666667
208507,8,11,89.76363636363637
208544,19,2,73.4
208597,20,4,353.09999999999997
20860,21,3,89.66666666666667
20861,8,1,127.2
208638,7,4,1727.9
208673,20,3,46.53333333333333
20870,7,2,37.9
20874,7,7,2174.7142857142853
208751,21,1,179.0
208788,7,6,74.36666666666666
20879,7,2,326.7
208851,21,10,5097.920000000001
208854,20,4,32.8
208898,20,15,43.13333333333334
20891,8,3,216.0
208938,19,2,39.099999999999994
20894,7,31,5226.729032258066
208960,20,8,118.325
208987,19,3,171.4
209032,21,8,942.0999999999999
209059,7,3,1053.1333333333334
20905,14,2,543.7
209060,21,2,492.3
20906,21,6,224.76666666666668
209099,20,11,287.59999999999997
20910,7,1,38.2
209118,14,2,118.4
20911,7,4,4944.5
209139,20,3,97.40000000000002
20914,8,1,1404.2
209161,19,2,8.2
209175,7,3,2059.0000000000005
209203,7,2,2349.9
209209,20,2,560.1
209221,7,1,259.2
209245,20,5,67.28000000000002
209253,19,1,221.2
20927,8,10,400.44000000000005
20929,8,15,307.31999999999994
209308,7,2,100.0
20938,21,2,24.8
209408,7,1,538.6
209429,20,4,726.35
20942,7,2,177.0
209433,7,3,1463.0
209501,8,13,169.40000000000003
209514,7,1,1135.8
20953,21,3,35.666666666666664
209541,19,1,56.2
20957,7,8,993.6
20965,7,2,95.39999999999999
209759,19,2,492.59999999999997
20978,7,2,274.4
209804,20,4,176.00000000000003
20981,7,1,202.6
209820,7,2,67.7
209842,20,8,55.725
20984,7,6,177.0666666666667
209896,8,3,345.59999999999997
2098,7,6,85.36666666666666
209902,21,2,27.599999999999998
20991,7,4,1981.3999999999999
209921,19,1,1142.2
209928,8,8,255.27499999999998
209936,19,4,68.4
209939,20,1,12.2
209957,19,5,18.44
20995,7,5,437.03999999999996
209998,21,4,125.85000000000001
210025,19,1,32.6
21002,7,8,566.725
210033,7,9,230.88888888888883
21009,21,10,226.13999999999993
210114,20,4,2501.4
21015,7,1,92.4
210164,7,5,14.12
21017,8,1,248.0
210188,7,3,431.8
21018,7,11,1179.2727272727273
210192,19,2,477.4
210202,19,1,466.6
21020,8,6,50.866666666666674
210216,7,5,48.040000000000006
210245,7,2,294.29999999999995
210268,7,2,59.300000000000004
21031,21,5,289.96
210325,19,7,279.59999999999997
21032,7,1,168.8
210347,7,3,279.53333333333336
21034,8,3,159.4
210351,20,3,16.46666666666667
210411,20,1,309.4
210419,21,2,678.2
21041,7,10,1485.9199999999998
210456,7,4,354.7
21045,7,2,32.0
2104,7,5,652.28
210527,7,4,34.85
21052,7,3,4814.066666666667
210552,20,3,31.46666666666667
21055,7,4,166.15000000000003
210578,20,10,63.06
210587,19,6,1047.1333333333334
210594,19,1,577.0
210600,7,2,132.70000000000002
21061,7,2,2290.1
210658,19,2,449.0
21066,8,3,955.4666666666667
210671,20,18,443.6111111111111
210686,7,1,1417.2
21071,7,3,39.6
210727,20,2,90.9
210744,7,3,189.6
21077,8,3,43.86666666666667
210783,20,1,17.8
21078,8,4,573.15
210832,21,32,3236.1625
210838,7,5,280.6000000000001
210889,8,2,208.2
210906,20,6,124.80000000000001
210930,20,1,409.6
210940,19,1,37.4
210949,19,3,26.400000000000006
21094,21,9,20.51111111111111
210975,20,1,24.2
210997,20,32,350.61250000000007
21101,7,5,1502.6399999999999
21103,8,3,469.3999999999999
211048,19,1,1800.0
21105,7,1,67.4
211077,20,6,20.866666666666667
211086,7,5,521.08
211129,21,6,165.96666666666667
21115,7,2,52.8
211170,20,3,37.13333333333333
211178,7,8,290.50000000000006
211196,7,9,3135.5555555555557
21120,7,4,22.2
211215,20,8,149.25000000000003
211224,7,3,355.2
21123,21,4,132.9
21125,8,10,224.87999999999997
211287,20,29,373.151724137931
2112,21,6,111.16666666666667
211304,21,2,177.6
211311,20,6,310.96666666666664
21133,7,22,992.0727272727275
211344,20,4,414.6
211378,21,5,1982.8
211504,20,7,83.71428571428571
21150,8,11,607.2363636363638
211518,19,2,143.7
211521,20,9,1250.2222222222226
211562,8,5,33.44
211633,19,1,2072.8
21163,21,24,607.3583333333332
211661,7,2,35.1
21166,21,2,85.60000000000001
211674,20,7,21.88571428571429
21168,7,1,268.6
211702,20,2,29.299999999999997
211703,20,2,160.2
211710,19,11,524.9454545454545
21173,7,4,563.15
211767,7,3,265.7333333333333
211781,7,2,146.60000000000002
211872,8,12,98.10000000000001
211887,7,11,476.34545454545446
211890,19,2,45.800000000000004
211907,7,3,86.13333333333333
211930,20,2,28.2
21194,7,8,241.39999999999998
211962,19,2,110.0
211981,7,3,506.3333333333333
211984,19,2,1151.3999999999999
21203,7,1,332.8
21208,14,2,246.8
212092,7,12,502.7666666666667
212093,20,5,35.56
212119,7,2,1046.3999999999999
212121,20,24,178.84166666666667
21216,7,2,9.3
212174,7,3,122.86666666666666
212186,19,26,1681.3538461538458
212196,7,1,257.6
212204,21,3,334.59999999999997
212211,19,4,492.0
21222,7,12,682.5833333333334
21224,7,1,2093.6
21226,7,1,688.8
21227,7,4,530.1
212301,7,2,1957.3
212351,19,2,726.9
21237,7,2,538.3000000000001
212408,20,1,108.4
21241,7,3,1330.8
21242,8,7,1121.0285714285715
212448,7,1,88.6
212466,7,4,172.85
21249,8,1,281.8
212505,19,7,951.2285714285715
212522,21,1,33.2
212531,20,5,100.79999999999998
21254,7,8,46.025
21256,7,3,340.73333333333335
212596,20,2,32.6
21259,7,2,1979.5
21264,8,3,938.8000000000001
21269,14,2,112.0
212702,19,3,8.533333333333333
212722,21,4,1399.25
212727,21,1,53.6
212755,20,2,21.5
21275,7,8,108.47499999999998
212774,20,6,296.7
212781,19,3,314.5333333333333
212784,19,2,812.5999999999999
212814,20,4,42.95
21281,8,5,935.0799999999999
212850,20,14,2570.2571428571437
212864,20,2,189.2
212867,7,2,152.8
212889,20,2,116.4
212898,20,3,63.6
21290,7,2,139.7
212938,19,1,115.8
21293,7,10,2115.6800000000003
212949,7,5,1030.7599999999998
21297,21,1,319.6
212982,21,1,253.2
212996,19,5,3690.6399999999994
2129,21,3,87.8
213007,20,5,36.040000000000006
21300,21,5,107.71999999999998
213014,20,8,80.7
213018,7,2,70.3
213025,20,14,72.87142857142857
213031,7,6,95.80000000000001
213065,14,2,1164.7
21308,7,6,735.8333333333334
213110,19,3,740.6
213134,20,2,43.699999999999996
21315,7,3,172.9333333333333
213185,7,6,94.39999999999999
21320,21,2,192.9
213215,7,2,33.2
21321,21,2,289.5
213223,8,8,122.50000000000001
213231,7,6,65.1
21331,7,3,1843.0666666666666
213336,20,33,73.1151515151515
21335,7,1,807.8
213378,20,2,329.9
21337,7,2,252.4
213389,7,3,3776.266666666667
21338,7,1,196.8
213403,19,1,466.4
213450,20,1,760.8
213467,20,3,1015.5333333333332
213474,20,8,542.8
213497,8,4,365.4
213551,7,3,32.266666666666666
213565,20,1,650.6
213591,20,4,14.549999999999999
21359,7,3,459.93333333333334
21362,7,2,27.6
213638,20,15,99.98666666666666
213653,19,48,223.025
213658,19,1,1803.6
21365,8,11,2586.054545454545
21371,8,2,100.39999999999999
21372,21,1,64.0
213733,19,2,73.5
21375,7,2,1446.8
213778,19,9,585.7333333333332
21381,21,4,117.55
213822,20,2,340.9
21382,8,4,415.0
213833,20,3,62.86666666666667
213848,7,7,317.7142857142857
213849,21,3,1186.9333333333332
21384,8,6,870.1333333333333
213855,20,7,167.22857142857146
213878,7,1,16.6
213901,7,1,573.4
21395,7,2,34.199999999999996
21402,8,2,76.7
214032,7,15,843.5599999999998
214033,20,1,55.2
214052,21,2,337.09999999999997
21410,7,2,242.8
214112,20,3,95.2
214120,19,6,5.566666666666667
214147,19,2,2120.1
214170,7,1,16.8
214178,21,2,84.5
21418,7,3,378.86666666666673
214199,7,2,12.600000000000001
21420,21,6,278.26666666666665
21428,7,2,73.89999999999999
214291,20,2,132.20000000000002
21431,8,28,365.02857142857135
214339,8,6,758.7999999999998
214351,19,3,33.266666666666666
21435,7,1,141.6
214392,7,3,106.66666666666667
214414,20,5,60.919999999999995
214420,20,5,106.04
21442,7,2,33.4
214432,8,4,1503.3999999999999
21443,8,6,69.96666666666667
214479,21,2,1104.5
21448,8,1,38.6
21450,7,2,139.0
21452,21,1,71.0
214538,7,9,7694.0
21453,7,4,5671.05
214580,19,1,193.2
21458,7,8,1108.525
214625,20,4,378.25
214634,7,2,957.0
21467,7,2,27.9
214746,7,2,359.90000000000003
214764,7,5,293.8
214767,7,4,141.45
214775,7,5,553.5200000000001
214810,7,3,22.333333333333332
214879,7,20,190.79000000000002
21487,7,1,1345.2
