topic_id,category_id,max_score
222840,20,939.6
222841,20,38.0
22284,7,841.6
222874,19,12883.6
222899,7,103.4
22290,7,58421.6
222911,20,139.6
222947,21,182.2
222949,7,10117.6
222965,20,144.6
22297,7,1348.0
22298,7,665.6
222999,7,545.0
223010,19,66.4
223025,20,5038.4
223041,20,401.0
22306,8,28.8
223095,20,90.6
223120,20,23.6
223130,7,2071.4
223137,7,723.8
22313,7,21.2
22314,8,69.0
223158,20,314.8
223193,21,7099.6
22319,21,746.0
223206,19,713.2
223220,20,328.8
223243,21,492.8
22324,21,64.6
223297,21,1280.8
2232,21,486.6
223349,19,116.0
223387,19,21.8
223405,19,194.2
22340,19,8095.8
22341,14,26442.0
223420,7,4896.8
223428,19,201.0
223440,21,418.2
223465,7,227.8
223479,8,4219.8
223490,7,1790.2
22349,7,3869.2
223526,20,3255.0
223535,7,1287.2
223536,20,250.2
22359,7,3747.8
22365,7,2626.8
223672,19,3147.4
223679,20,558.2
2236,7,148.0
223720,7,3859.8
223727,20,241.2
22373,7,2537.6
223760,7,196.2
223790,20,1569.8
223822,20,856.2
223862,20,408.0
223863,7,174.8
22386,7,5408.0
223890,7,77.4
223908,21,83.2
223973,21,1283.8
223997,20,117.2
223998,27,51.0
223,14,129616.4
22402,8,5280.2
224065,7,4013.2
22408,7,125.2
224120,19,21.2
224126,7,4886.0
224139,8,29.0
22416,7,303.6
224178,7,260.2
224185,20,38.0
224210,7,3934.8
224219,7,15195.6
22422,7,1869.2
224239,7,215.2
22424,7,2083.2
224256,19,33.8
224260,7,668.6
22426,8,2056.0
22429,7,380.2
22431,8,303.2
22435,7,2703.0
22437,7,655.0
224429,19,655.0
224432,19,2811.8
224456,7,69.8
224458,20,2673.6
224467,7,1514.8
22453,21,4396.2
22456,7,15713.2
22460,8,165.6
224631,7,1374.4
224636,20,137.4
22463,7,236.8
224660,21,28065.2
224664,19,31.6
224701,7,8015.4
22471,7,245.2
22474,7,880.2
224759,7,1267.4
224775,20,40.4
224819,19,86845.6
22481,21,17382.8
224827,19,88.8
22483,21,7979.0
224846,20,2575.8
224866,7,58.6
224874,19,96.8
22487,7,2271.0
224881,7,114.4
224895,7,2387.6
224903,7,3109.4
224955,19,4183.6
224969,19,46.6
22496,8,7027.6
22499,8,55.4
225007,21,1354.8
225046,20,8009.0
22510,7,63.8
225120,19,241.2
225130,7,28018.8
22513,7,42580.4
225166,19,101.0
225194,20,244.4
225211,7,934.6
225217,19,353.2
225231,21,2082.4
225269,19,1393.0
22527,7,26492.6
225327,20,618.2
225333,7,14179.8
22534,7,5986.4
225383,21,1660.2
225431,19,327.4
225441,19,5903.4
22544,7,43.0
225478,19,161.2
225502,19,211.4
22551,7,5446.8
225524,20,5040.8
225550,7,1772.4
225556,19,26.0
225573,19,16.2
225575,7,7010.8
22557,8,1220.6
22561,7,32.2
22564,8,14061.4
2256,8,1340.6
225722,19,22116.8
225784,7,3719.4
2257,8,1214.6
225800,19,30.6
225811,20,1305.0
225829,20,220.2
225846,7,29043.8
225896,7,649.6
225928,20,89.6
225933,20,2442.0
225967,19,14728.8
22596,8,1995.0
225999,7,39.4
22600,8,1037.4
22604,7,21648.6
22606,21,1389.0
22609,7,677.2
226110,21,8150.4
226227,20,9219.2
22627,7,1792.6
22628,8,2408.2
226299,8,1332.2
22633,7,446.2
22637,8,1216.6
226395,20,3113.2
226412,7,709.0
226459,19,21.2
22649,7,10878.8
226502,7,229.4
226506,19,21.2
226512,8,36707.2
226575,20,484.8
22658,7,166.6
22660,7,11467.8
22662,7,7869.0
226659,7,8750.0
22665,7,648.8
226704,7,1552.2
22670,7,19210.0
226723,20,350.2
22674,7,143.4
226750,7,2826.4
22676,8,1134.2
226783,7,3145.8
226786,7,3886.0
22678,8,149.6
226848,7,1274.8
226867,7,179.0
226897,19,30.8
226943,20,133.2
226954,20,225.4
226957,7,2249.6
226981,7,232.6
22698,7,11085.6
22700,14,4747.6
227043,7,115.6
22711,7,986.4
227157,19,71968.2
227158,19,6594.8
22720,7,18528.0
22727,7,43229.8
227282,27,56.2
22738,7,146070.0
227436,8,2144.2
227437,20,34.4
22743,8,1945.4
227469,21,13.0
22753,8,2089.2
227558,7,70436.8
227570,7,131.8
227580,21,663.4
227585,7,11770.0
227601,14,9250.6
22761,7,587.4
227707,7,34.2
227729,20,43.2
22772,7,9668.6
227759,7,1434.6
227765,20,172.6
227779,19,61.2
227822,8,16252.2
227848,7,2403.2
227856,19,5307.6
227895,7,3091.8
22790,7,37902.4
227936,20,523.8
227944,7,527.2
22796,8,754.0
22807,21,339.6
22810,7,503.2
22817,7,69.2
22823,7,43.6
228251,19,215.2
22827,8,1948.8
22840,7,83.0
22841,7,1291.0
22845,14,1539.0
22846,21,224.8
228562,7,74.4
228582,19,68.8
22858,8,4333.4
22860,21,337.4
22861,8,5113.0
22863,8,277.8
228682,7,19106.8
22872,7,77.4
228768,19,212.8
22883,7,3649.0
228869,19,51.6
228909,20,8551.8
228911,8,2619.2
228923,21,1146.0
22892,7,1421.8
228940,7,155.8
22895,7,512.6
228960,19,941.2
228972,21,35.8
228995,21,78.0
229018,20,541.0
229032,14,934.6
229045,7,1336.4
229068,7,38.0
229119,7,2125.4
22912,21,92.0
22913,7,793.0
22920,8,3379.4
229226,7,5343.8
229251,7,777.2
229267,7,2285.8
229335,7,224.4
22935,7,80.2
229372,20,221.8
229396,14,891.4
229400,19,498.0
229475,20,504.2
229479,7,4357.4
229488,19,58.0
229503,19,313.2
229518,7,43.4
229520,19,181.0
22953,21,2236.0
229676,7,266.8
229763,21,81.4
229812,19,26.6
22983,7,3701.8
229856,14,184.6
229863,19,7183.0
229872,19,26.8
229917,27,105.0
22992,7,82.0
229931,7,3824.8
22994,21,2541.0
229993,7,139.4
230017,7,5593.4
23002,8,5649.2
230030,7,570.8
230031,21,74.4
23004,7,53.8
230084,20,130.6
230123,8,13048.0
230143,7,111.2
230206,20,87.2
23022,7,963.0
230252,8,172.0
23026,8,523.6
23028,8,253.6
230320,21,2199.6
23034,21,2522.2
23035,7,66.6
230368,7,3637.6
230390,20,1725.6
230398,20,34.0
230409,7,5802.8
230413,8,448.8
23041,7,432.0
23045,7,8697.2
230460,7,521.4
230465,20,1789.6
230472,7,1374.2
23048,7,3960.2
230491,8,1184.6
230564,21,156.6
230605,21,12763.2
23062,7,3693.4
230633,8,830.4
230634,7,359.4
230649,20,6419.0
230654,19,1268.2
230662,7,1636.0
23069,7,101.2
23071,7,136.2
230724,20,116.4
230736,20,94.4
230745,21,718.4
230782,20,492.4
230810,19,277.6
23082,21,64.0
23084,7,4433.0
23086,7,312.4
230965,19,19020.2
23099,7,39671.8
231108,7,5182.2
23110,7,66.2
231121,20,126.8
23116,21,2091.2
23119,8,1938.8
23122,8,1201.8
231236,19,6015.4
231251,20,27.4
231283,7,188.0
231310,19,992.2
23131,7,271.8
231320,19,16.0
23132,7,8294.6
231337,20,4669.8
23134,7,1089.2
23135,7,203150.4
231365,21,511.6
23136,7,964.4
23140,7,14572.0
231486,20,591.0
231521,7,5288.0
231522,20,281.0
231543,20,99.6
23154,21,24.0
23159,7,263.8
231614,19,72.8
23163,7,10518.8
23164,7,182.4
2316,7,2353.2
231718,19,56.8
23173,21,705.4
23181,7,110.6
231844,20,43.2
231897,21,38.6
231921,7,208.8
23193,7,1870.0
231983,7,8601.0
23201,7,4186.2
232025,19,14978.2
232046,7,1498.4
23205,8,159.6
23210,7,993.4
232130,20,181.2
232161,7,574.2
232218,19,192.2
232241,7,1257.6
232267,19,224.0
23229,8,1900.2
232340,20,628.8
23240,21,10562.6
232413,19,111.4
23244,7,15686.2
232484,7,4836.2
232487,8,198.6
23249,7,26464.6
232517,19,376.8
23255,7,211.2
232689,20,14.0
232721,19,356.6
23272,7,102.2
232920,19,804.4
23303,7,148.2
23306,7,5930.0
23307,7,11355.4
233096,7,194.2
23314,7,196.0
23318,7,12647.6
23325,8,2670.8
23327,7,9558.6
233338,19,440.0
23334,7,445.4
233378,19,148.8
23337,7,64283.2
233427,20,33.2
233450,7,31.8
23345,7,49272.6
233462,7,86.8
233490,19,3775.6
233524,19,1319.6
233567,7,49097.6
23357,7,7093.8
23358,21,20538.6
233610,19,1542.2
233615,19,747.8
23361,7,13012.6
23363,7,1896.4
233640,8,1685.4
23365,7,65.6
2336,21,171.8
233704,19,17.8
23370,7,9550.2
23378,7,7778.8
2337,21,49.6
233807,21,1783.2
233902,19,212.2
233934,19,31.4
23406,7,1360.2
23408,7,619.6
23410,8,571.8
23416,21,338.0
234220,19,10889.2
234269,19,60417.0
23428,21,8138.0
234306,7,115.4
234308,7,560.2
23431,7,660.2
23433,7,272.8
234370,7,932.8
23438,8,373.0
234417,21,222.6
23441,8,2529.0
234436,19,51.2
234442,19,10223.8
23444,8,2589.6
234545,8,25.4
23454,21,328.4
23455,8,512.2
234668,20,45.4
23473,8,356.6
234747,21,3020.6
234798,19,1263.6
23481,21,842.6
234855,20,48.2
23486,7,618.0
235037,19,34073.4
235048,19,1303.2
235109,19,567.6
235117,8,3543.8
235118,19,16.8
235121,7,30407.6
23513,7,54.2
235149,19,46.4
23517,7,33760.0
235186,7,36.8
23537,7,11571.0
235414,8,16107.2
235423,19,236.8
235467,7,1027.6
23547,21,314.2
235576,19,50.0
235585,19,91.8
235587,7,948.6
23560,7,2292.6
235630,19,136.6
23563,8,2188.2
235773,19,102.6
23580,7,6659.0
235824,20,8388.2
235840,19,116.0
235845,8,251.4
235880,21,8465.6
235883,19,21980.4
23593,7,86.6
23597,7,3141.0
235991,20,764.0
235996,19,81.2
236017,8,49.2
236032,21,33.4
23603,21,3425.4
23604,7,128083.2
236074,19,77.4
23610,7,302.4
236120,19,454.8
23614,7,1449.0
236167,21,44.0
23616,7,8523.8
23620,7,629.8
236249,7,212.2
23625,7,38.4
236299,7,1038.2
23630,7,13.4
236312,21,1535.6
23632,21,645.6
236410,21,819.4
23655,7,34316.8
236608,19,11.0
236628,21,348.8
236727,21,10195.8
236787,7,1065.4
236832,7,75710.6
23687,7,714.0
236888,21,258.6
23694,7,371.0
23697,7,106.0
23700,7,31397.8
23702,7,22989.4
23704,21,281.2
237153,20,278.0
237169,7,57769.6
2371,8,43.6
237235,21,2869.8
23726,7,3321.0
237351,19,8132.4
237394,7,92520.2
2373,7,5867.4
23744,7,14448.6
23747,7,175.4
237498,19,116.0
237522,7,674.0
23756,8,36.4
23757,7,277.0
237593,20,5203.0
23759,7,749.4
23765,7,533.2
237666,7,1113.0
237703,7,614.4
237725,7,371.0
23773,7,3385.6
237826,7,12805.4
237836,20,3697.8
237844,19,7872.0
23784,7,33182.6
23790,7,43.6
237923,19,16.4
237985,7,101.0
237999,19,1998.8
23803,7,35694.6
238088,7,1888.0
23808,7,12041.8
23813,7,7304.0
23816,19,30568.4
23820,7,87.8
23823,7,7439.6
23829,7,256.8
23835,7,294.4
23855,21,54.8
23856,21,386.6
238582,19,146.2
23867,7,1509.0
238683,7,27.2
238706,20,2547.0
23871,7,87616.6
238733,20,22.0
23873,8,664.6
238753,19,31.2
23875,7,6615.4
23888,7,19320.0
23889,7,56.6
23894,7,161.6
23899,19,568722.2
239032,7,3606.2
239055,7,6679.6
23909,8,556.4
239160,7,11178.0
239185,7,1013.8
23920,19,268498.0
239287,19,401.6
23935,7,1171.8
23942,7,3888.6
23946,7,2044.0
23948,21,5285.4
23949,7,841.8
23955,7,34656.6
239607,7,114.0
23964,7,3604.6
239657,20,149.0
239665,20,45.8
23982,7,959.8
239859,21,5157.6
23990,7,384.2
23993,21,571.2
23994,7,785.2
239992,7,183.0
2399,8,129.6
239,21,120.2
240029,20,265.6
24003,7,1912.0
24004,7,594.0
240064,7,13096.8
24007,7,31913.0
240106,7,8825.4
240117,19,333.0
240220,7,1131.2
240242,21,5146.8
240285,19,4012.4
240318,27,32.6
24032,7,122.8
2403,7,137.4
240435,19,349.8
24046,7,263.2
240512,7,235.6
240595,8,1701.0
240703,7,44852.0
240715,20,452.0
240966,7,5445.0
241099,8,3556.8
241157,19,16.2
24115,7,68.2
241333,27,96.6
24139,7,968.6
24143,7,267.8
24144,7,747.4
241465,21,405.6
24147,7,4405.0
241482,7,20784.2
241489,20,2043.4
24149,21,4377.4
241510,20,92.6
24153,21,10917.0
24160,8,54.4
241640,7,128.6
24168,21,57.4
241705,7,5670.6
241711,27,114.4
24174,21,1254.4
24176,7,92.2
241792,7,110.4
241795,21,683.6
241816,8,7673.8
24182,7,1165.6
241847,7,602.4
24184,21,788.2
24185,7,10084.8
241901,21,403.4
24194,7,31.8
24195,7,3116.4
241964,20,39.4
24196,8,1483.6
241992,7,333.2
24203,7,1400.4
242071,8,303.8
2420,7,76.6
242205,19,31.6
24221,19,111.2
24223,7,1159.0
242302,7,470.4
24230,7,232.8
242395,7,17.0
24239,7,40548.2
24241,21,6553.8
242435,7,52.4
24243,7,97.2
242440,7,142.6
242454,7,1496.2
242466,7,407.0
24246,7,2373.6
242472,21,6108.2
24258,7,94.8
242590,20,25.4
24263,21,48.2
242653,21,601.8
24268,7,800.4
24269,7,1095.4
2426,8,401956.0
242701,7,382.0
24274,7,1585.2
24276,7,17318.0
24279,7,2290.2
2427,7,217.2
24285,21,829.8
2428,7,1746.2
24290,19,40970.8
24295,21,932.8
24299,7,4137.4
24302,7,6196.0
243034,20,12870.6
24305,7,101.4
243134,20,292.6
24314,7,4184.2
243174,7,643.6
243224,19,316.2
24327,8,9139.8
24341,7,904.0
24349,8,919.2
243508,7,104.6
24351,7,19688.4
243529,7,2204.8
24354,21,29.8
24360,7,298.8
243628,7,173.4
24362,21,902.2
243641,7,8178.2
24365,21,2991.8
24372,7,324.2
24374,7,1968.4
243784,20,271.6
243791,7,952.8
24381,7,514.0
24386,21,737.0
243879,19,51.2
24387,21,131.4
243931,7,377.4
243945,7,1225.0
243951,20,412.8
24407,7,19122.8
244107,7,3576.2
244174,7,1907.0
24420,7,255.2
244226,21,1529.4
24422,8,3461.2
244293,20,1184.8
24429,19,976.4
244344,20,1455.2
244368,19,919.4
24437,8,4123.4
244389,14,570.4
24440,7,57992.6
244420,20,207.2
24445,19,228181.4
244461,21,1702.4
24447,7,5518.8
244481,7,215.4
244515,7,260.4
244575,21,275.2
244588,7,1485.6
244591,19,96.6
24466,7,623.6
244671,21,169.2
244698,8,19096.8
24469,7,3769.6
24477,7,230.2
244780,20,452.4
244833,19,140939.6
24487,7,927.0
244898,7,8525.0
24490,19,145146.2
24493,7,128.8
244983,7,1126.2
24498,7,2518.4
24499,21,201.8
245031,7,666.4
24505,7,4343.6
24509,7,72.6
24519,7,8004.0
24521,8,288.0
245226,7,4227.2
24523,7,2014.6
245250,19,398.0
24525,7,295.4
245272,20,107.0
24527,7,1019.2
24532,7,4438.2
24535,21,2350.2
245451,7,1156.4
245491,7,549.0
24556,7,1470.8
24557,7,6192.4
245593,7,4216.6
245625,20,398.8
24563,8,584.6
24564,7,58224.8
245656,7,2430.0
245670,7,341.2
245715,19,4187.2
245734,7,202.0
245737,21,3216.6
245741,7,5484.4
24581,7,1252.0
245862,19,822.6
24586,21,5166.0
24589,8,725.8
24591,7,610.2
24593,8,868.8
245942,21,181164.4
246065,7,22556.4
246119,8,1509.4
246125,7,2382.0
246144,20,350.4
246148,7,7690.6
246171,19,50.8
246198,19,201.6
24621,7,753.8
24626,19,7546.0
246284,19,872.2
246308,21,299.0
24639,7,283.6
24641,8,284.2
246424,7,6405.6
24644,7,62.8
246465,19,77.8
24648,8,2909.2
246506,7,4394.8
246634,7,243.8
2466,7,31.4
24670,7,5937.6
246781,7,131.4
24678,7,116034.4
246796,7,376.2
246819,7,3027.4
246872,21,562.6
246882,7,88.4
246906,27,33.0
24690,21,185.2
246918,19,8262.6
24693,7,2235.6
246951,20,65.8
246965,7,543.4
246966,19,401.2
247003,20,81.6
247036,19,467.8
247046,19,506.8
24706,8,6323.0
247131,19,5657.2
24715,8,1848.0
247265,19,132.2
247288,19,1789.2
247289,7,830.2
247351,7,153.0
247356,7,15305.4
24751,7,276.4
247545,20,161.6
247574,7,37373.6
24762,8,6645.4
247683,20,546.6
247801,8,12012.6
247806,19,421.8
247818,19,13.0
247821,19,456.4
247837,20,548.0
24790,7,1619.2
247915,20,73.6
247992,20,87.6
248029,7,4674.8
248033,7,3595.8
24806,7,189.6
248096,20,1069.0
248099,7,3876.2
248142,7,7056.2
248152,19,64.2
248170,7,37.0
248176,7,730.4
248178,7,232.2
24817,14,35869.4
248197,21,83.8
248198,7,974.6
24821,7,22130.6
248268,7,16.6
248280,21,69.0
248296,21,2570.2
248317,20,1038.0
248325,7,1842.8
248360,20,919.4
248374,7,3977.2
248376,20,1046.8
24838,21,4653.8
248425,20,1337.4
248471,7,15277.8
248475,19,901.2
248517,7,3411.0
248534,7,900.4
248561,20,197.8
24858,7,7656.8
248598,7,126.8
248601,21,8918.8
248612,7,38.6
248619,8,53193.4
248639,7,376.0
24868,7,182.6
24872,8,6656.0
24874,8,6937.8
248815,20,163.4
248816,20,366.8
248931,19,593.4
248972,7,17.2
248984,21,144.6
2489,7,165.4
249075,7,143.6
249080,8,24471.2
249091,7,7287.2
249121,7,1179.6
249143,7,190.4
249151,21,5552.6
24915,21,2365.0
249201,7,23.0
24920,14,68.8
249234,19,1122.2
249251,20,664.4
24929,21,238.2
249308,20,328.0
24931,8,22115.8
24934,7,1256.6
24936,7,460.2
249389,19,36.4
24942,21,169.8
249431,21,1903.2
249482,7,83.2
249498,21,265.4
2494,21,2010.6
249532,20,63.6
249544,19,2782.2
249554,20,110.8
249575,8,433.4
249580,21,838.2
249600,7,136.8
249631,8,1736.6
249634,21,377.8
249647,7,7482.2
249740,7,192.0
249807,7,97.8
249819,8,3419.4
24981,7,6441.0
249832,20,1018.8
249839,8,1175.4
24983,7,7551.2
24984,7,91.4
24985,7,8456.2
249876,19,2055.2
249940,19,56.6
249956,19,91.2
249986,19,98.4
249,21,745.4
250011,7,1250.0
250069,20,7130.6
250089,8,3210.6
2500,8,167.0
250117,8,44.0
250183,21,125.8
25019,7,4108.8
25027,7,593.6
25030,8,1038.0
250387,21,1231.4
250391,21,32700.4
250492,7,102.0
250583,7,1737.6
250594,21,7132.8
25063,7,407.0
250656,7,6882.4
250663,7,19445.8
250698,20,714.4
250701,7,2730.2
250754,20,146.8
250755,7,865.8
25077,7,3777.0
25081,7,842.2
250871,8,256.6
25087,7,125.2
250897,21,2901.2
250997,20,1263.6
25105,7,80.2
251107,7,611.0
251145,27,71.8
251163,7,8181.8
251192,7,1591.2
25120,7,854.2
251212,7,94.6
251271,20,454.2
251279,19,331.2
251302,19,10.4
251404,19,172.0
251427,20,1303.2
251552,7,462.8
251591,21,11596.6
251599,7,16679.4
251602,21,722.0
251633,7,1472.2
25169,14,4680.6
251748,7,6895.2
251759,21,25306.4
251765,7,285.8
251782,7,37.2
251807,20,5218.2
251817,20,185.2
251819,19,62.0
251902,7,1037.8
251926,19,201.2
251929,20,45.0
251995,27,48.2
25200,21,40.0
252071,8,4770.6
252073,7,405.2
252085,8,662.8
252157,8,214.2
25219,8,9368.2
252294,7,5242.0
252315,20,149.2
252320,20,488.8
252331,19,36.4
252342,20,36.2
252360,21,82.6
252375,19,331.4
252379,7,50.6
25241,7,57.0
252455,8,60.2
252468,19,932.8
25246,7,1612.8
252486,7,4192.6
25249,7,367.2
252538,8,20543.0
252642,20,26.2
252664,19,1250.0
252746,19,186.6
252901,7,36.8
252913,7,492.6
25295,7,8705.4
25299,7,42.6
253045,20,442.0
253097,7,1274.8
25311,8,6215.0
253152,7,342.2
253169,7,2414.6
253192,7,574.6
25319,7,36.4
253218,7,10082.2
253289,7,172838.0
253388,19,197.6
25338,7,2867.4
253403,20,356.8
253455,19,191.2
253465,20,3240.4
253473,7,228.2
253476,14,1008.0
253497,20,328.4
253502,20,195.0
253545,27,39.6
253546,19,21.0
253594,20,196.8
253682,20,3477.6
253732,8,7381.0
25379,7,269.2
253804,21,4596.6
25381,7,3297.0
253823,19,1192.0
253843,20,41.0
25384,21,2209.4
253865,21,874.2
253891,8,829.8
253988,20,693.6
25400,7,4330.4
254027,7,198.0
25403,7,3926.6
25405,7,2432.6
254074,7,2490.6
254083,27,47.2
25408,7,4890.2
25417,8,1797.2
254241,7,76.6
254271,19,100.8
254300,8,5929.8
254304,20,15.6
254319,8,175.8
254322,21,633.4
254328,19,1388.2
25432,7,751.0
254357,8,2106.6
254358,20,571.0
254372,7,357.6
254387,19,596.2
25439,7,12858.2
2543,8,64.6
254407,7,134.4
254470,7,74.4
254499,19,20.8
254541,7,1108.0
254564,7,418.4
25457,21,784.4
254607,8,299.8
25460,21,47345.2
254636,19,2281.4
254643,7,512.4
254673,21,68.6
254680,20,112.0
254688,20,637.6
254697,20,181.2
25472,7,250.2
25473,8,702.2
25474,8,196.0
254755,20,1996.6
254778,7,30.8
254804,7,1775.4
254821,19,31734.6
254835,7,22.2
254865,19,20.6
254869,14,1119.2
254878,20,84.2
254888,7,14376.0
254897,7,1101.0
254913,21,518.4
254933,20,602.2
255025,20,169.4
255080,7,218.4
255090,7,34.2
255110,20,240.0
255118,20,5243.8
25514,7,47.6
255167,19,75.6
255322,19,30.8
25534,7,157.6
255369,19,1312.8
255391,7,425.2
255433,27,245.2
255507,8,6208.6
255546,21,13488.2
255586,21,850.2
255591,7,346.2
255678,7,89.0
25568,7,40.0
25569,7,79.2
255724,19,31.0
255725,7,7012.8
255737,7,127.6
255782,7,5206.0
255828,7,156.8
255850,20,294.6
25587,7,15282.6
25593,7,3451.0
255962,7,5478.4
25596,7,2548.2
256003,19,231.2
25607,7,28.0
256113,20,3345.6
25611,7,4697.4
256201,20,3112.8
256214,22,313.6
256220,21,109.8
256226,27,19.6
256256,7,4618.6
25625,21,225.2
256349,21,345.6
256364,20,159.2
256481,19,211.0
256493,19,46.8
256527,7,37.4
256586,19,1263.6
256614,7,1029.2
256665,27,77.4
256680,7,580.0
256713,7,1005.8
256767,20,140.4
256791,7,3439.0
256799,27,74.0
2567,7,3073.6
256809,7,1301.6
256818,21,5769.4
256887,21,602.2
256925,7,17195.8
256933,20,117.6
256980,7,10992.6
257021,7,473.8
257067,19,46.8
257073,7,740.4
257088,7,48.2
25708,7,15816.8
257131,7,121.0
257194,7,4891.6
257255,20,323.0
257262,7,2822.8
257268,21,89.4
25726,21,9564.4
257290,20,55.6
257295,20,80.4
25738,7,109316.4
25742,8,6453.2
257434,27,412.0
25745,8,2500.4
257476,7,3681.2
2574,7,51.4
257522,8,288.0
257664,7,616.8
257673,19,37745.0
257678,19,589.4
257714,7,4867.8
257735,7,278.4
257753,7,12909.2
257824,19,2527.0
257836,7,6174.4
25788,7,9107.2
257905,7,100.8
257917,7,94.0
257927,21,77.8
257934,19,41.4
25794,7,171893.0
257954,7,12025.2
257958,7,32.6
257983,8,6182.4
258054,7,21578.0
258092,7,385.0
258098,19,116.8
25809,7,64.2
258146,7,1627.0
25820,7,128332.4
258325,20,61.8
258392,21,476.2
25845,7,35.0
258462,7,5010.8
25846,7,269.2
258499,21,53262.6
258668,7,3180.4
25866,7,8357.4
258679,21,3347.2
258700,7,49.2
258745,19,36.0
258768,8,318.4
258771,21,508.4
2587,21,97.8
25881,7,2225.0
25890,21,281.6
258921,19,21211.4
258941,20,23.6
259010,20,3713.4
259037,21,31734.8
25904,7,3130.8
259050,20,61.2
259061,19,3863.4
259112,7,54.6
259120,7,228.4
259144,7,2515.2
259186,19,263.0
259240,19,15.6
259267,20,3862.6
259388,7,16.8
259407,21,6853.6
259477,19,16.0
25952,7,15.8
25959,7,277.8
25965,7,1685.2
25966,21,2414.4
259675,8,433.4
259704,7,838.8
259746,7,84.4
25974,7,728.4
259766,8,17040.6
259796,8,10136.8
25983,7,984.2
25986,21,31.2
259872,7,4172.4
259908,7,10448.6
25990,7,3186.4
259937,7,901.6
260016,7,91.6
260036,7,3017.0
260042,20,121.0
260072,7,37.6
26007,7,176.2
260102,7,365.0
260113,7,5788.0
260122,21,141.4
26013,7,185.0
260152,19,27835.6
260156,7,2039.0
260179,7,10410.8
260316,21,177.0
260333,7,3555.4
26034,7,443.4
260361,19,1139.6
260460,7,98.6
260592,21,1008.0
26060,8,233.4
260646,8,2058.6
26067,7,108.0
26075,8,515.0
260821,7,1774.4
26083,7,1362.8
260892,19,3633.8
260909,20,136.8
260955,8,7456.2
260959,7,274.2
261047,19,1218.6
261050,7,728.6
261057,7,1003.6
261141,7,105.6
261216,7,34.0
261226,7,92.2
261275,7,1606.4
261308,7,1500.8
261388,19,90.8
261417,19,4096.8
261519,7,2020.4
261527,8,28658.8
261530,8,3377.2
261548,7,945.0
26154,21,18463.6
261565,21,578.2
261604,19,31.4
261606,14,2183.2
261656,8,551.8
26167,7,54931.4
261706,8,1561.0
261741,21,348.0
261797,7,17.8
261819,14,7200.4
26191,7,441.4
261929,20,2158.2
262013,7,8246.8
262044,7,2632.8
262095,20,354.8
262111,21,713.4
262286,21,465.2
262313,7,4854.8
26231,7,2842.4
262391,20,1635.0
262424,21,9605.8
26242,8,614.6
262512,7,1222.0
262527,7,913.6
262552,20,13348.4
262572,19,16.2
262640,7,42.6
262683,7,11793.8
262699,7,2117.8
26269,7,15688.4
2626,21,271.6
262723,7,7767.2
262746,7,162.6
26275,8,592.4
262787,21,84.0
262797,7,2440.8
262815,21,3772.2
262890,14,70.0
26289,7,3647.0
262927,7,841.4
262930,19,106.8
262964,19,46.0
262972,7,642.8
262979,7,6006.4
263007,19,819.6
263103,21,379.4
263116,20,1145.6
263156,7,1354.0
263162,7,1636.8
263183,8,4270.4
263185,20,3177.6
263245,7,8721.6
263263,7,216058.6
263279,19,17.2
263285,7,2676.4
263291,7,256.6
263336,20,23.0
263342,20,69.6
26336,7,518.8
26338,21,107.6
263393,7,44124.8
26340,7,49.2
26341,7,3390.2
263420,7,1573.4
263447,7,729.4
263459,7,7478.4
263463,7,257.8
263471,7,62.4
263481,7,117.4
263489,7,11909.4
263515,7,48113.4
26354,7,1637.6
263585,7,1273.0
26358,8,639.0
263652,21,139.4
263703,20,644.6
263713,19,40.8
263748,7,2302.6
26378,21,26.4
263811,7,47.0
263826,7,858.2
263837,7,1319.2
263842,7,74.8
263850,21,42.2
263856,7,5000.2
263869,8,1665.6
263894,7,5768.6
263923,7,8508.2
263988,8,7592.8
26398,7,74023.8
264006,7,9502.4
26408,7,2978.6
264135,14,6899.2
264136,19,3130.8
264150,7,326.0
264206,7,408.2
26420,7,210.2
264305,7,4565.6
264315,19,2197.4
26433,7,3833.8
264354,7,1161.0
264361,7,2376.4
264392,7,23.6
264416,7,660.0
26441,8,369.0
264447,27,20.8
264450,21,1375.6
264453,8,74.6
26447,7,9897.0
264481,7,10254.0
264485,19,2288.8
264496,19,16.2
26449,21,372.0
264501,7,8937.6
264513,7,491.8
264514,7,2002.8
264538,21,443.2
264541,21,71.8
264542,7,1348.2
264577,27,80.8
264585,21,188.4
264603,7,137.2
264612,8,208.2
264617,21,24717.0
264620,21,304.0
264630,8,713.8
264637,8,6035.2
264639,21,42.4
264729,20,584.4
26472,7,212.4
264792,20,162.8
264807,7,2541.4
264841,7,2476.2
264844,21,61.2
264849,8,2467.2
264857,20,35356.2
264876,7,1928.8
264914,7,16902.4
264915,8,23920.2
264987,7,8306.0
265042,7,2207.0
265061,7,8319.4
265071,20,303.6
265096,19,38.6
265139,7,224.0
265153,7,6673.6
265155,19,117.0
265165,7,314.6
265256,7,3233.0
265284,7,12.2
265353,7,1460.2
26540,8,1573.2
265432,21,44.2
265450,20,177.8
265519,8,210.8
265531,21,413.4
265541,19,428.2
265554,21,78.6
265571,19,10.6
265640,7,88.2
265649,7,1669.4
265657,7,3316.6
265658,7,1735.8
265670,7,1345.0
265675,19,10.6
265688,20,18.2
