topic_id,category_id,max_score
105760,7,264.2
105788,7,14075.4
105796,7,78.0
105798,19,261.6
105801,19,6981.8
105820,19,27.4
105827,19,917.8
10582,7,27.2
10584,21,176.4
105854,19,35150.2
105866,7,696.2
105886,7,12933.2
10591,7,485.6
105942,21,302.2
10596,8,337.0
105975,7,36.6
105983,8,4985.4
106028,19,12566.8
106029,7,7163.0
10606,7,380.8
10608,7,3763.4
106094,7,1084.6
106127,7,4397.4
10612,7,77.4
10613,7,3203.0
106152,21,11282.6
106167,19,1077.4
106192,7,362625.8
106202,19,2714.6
106219,19,277.0
106275,7,5159.4
106294,7,7491.0
106296,7,1565.2
106298,7,17990.8
106468,19,106.4
106488,7,6413.4
10649,7,741.2
106527,7,6548.0
106531,19,231.2
106542,21,3312.4
106555,21,88.4
106556,19,21.4
106565,7,94.4
106621,6,228073.8
106630,7,996.0
106645,21,42.0
106700,19,75.2
106740,7,4044.4
106746,7,473.0
106752,7,1086.2
106760,19,60.4
106767,7,1144.8
106781,8,270.6
106783,21,3668.6
1067,7,1627.8
106800,7,131.4
106802,7,683.8
10686,7,227.2
10689,7,18535.6
106903,7,165735.6
106916,7,799.8
106918,8,1769.2
10691,21,82.8
10692,7,152.0
106935,7,49.0
106942,19,36.4
10697,21,13462.0
106996,7,2005.8
10699,7,233.4
107019,8,1873.6
107025,7,2290.4
107039,7,20460.2
107055,7,339.4
10705,8,5028.8
107092,7,1900.4
107098,7,17824.2
107104,7,12170.8
107116,19,20006.6
107117,7,3038.0
107122,21,5756.4
107153,21,2628.6
107201,19,35.8
107206,7,19242.6
107226,7,115968.6
107251,7,1383.4
107254,7,300.8
10725,8,541.8
10727,21,2423.8
107321,19,8337.0
10732,7,30.8
107332,7,752.8
107334,7,235701.4
107489,19,582.4
10748,8,71.0
107491,19,1723.0
10749,7,68.4
107630,19,1757.8
107642,7,536.8
107662,19,744.0
107663,19,41.0
107684,19,268.4
107726,19,266.2
107803,7,2466.2
107823,7,6209.2
107832,21,22901.8
107845,19,231.2
107851,19,188.2
10787,7,6844.0
10792,8,219.4
10795,21,207.0
107961,19,23174.8
107979,8,14300.6
108027,19,697.2
10804,7,159.2
108073,19,45.8
108098,7,1002.4
10809,8,84.8
108163,7,2343.2
108172,8,4029.8
108215,7,9211.8
10821,7,307.2
108235,19,38255.4
10826,7,179.6
108287,19,56318.8
10831,21,42.0
108326,7,8228.2
10833,21,86.0
108364,19,2022.4
108370,7,5794.6
108372,7,1363.6
108388,19,600.0
108410,19,25.6
108449,7,991.4
10844,7,498.2
108457,7,145.0
10845,7,72.4
108490,21,1163.8
108491,7,139.0
108507,19,266.8
10852,7,160.2
108544,19,56529.0
108545,7,620.6
10855,7,4773.0
108586,19,61.4
1085,21,120.2
108630,19,66.6
10863,8,286.8
108640,19,282.6
108680,19,357.8
108741,7,383.2
108813,19,68.8
108939,19,39553.0
10897,21,122.0
108991,19,308.0
109032,19,2833.6
109080,19,5462.2
109107,19,71.2
109112,19,1272.6
109218,19,3328.8
109227,19,313435.6
109336,19,225.8
10933,7,316.6
10936,7,767.2
109399,7,1609.0
109422,19,171.4
10948,7,2623.4
109545,19,22024.6
109548,19,1614.4
109578,21,4145.4
10958,7,651.8
1095,21,174.4
109638,21,1693.2
109674,19,3724.4
10969,7,61.2
10970,8,80.0
10972,8,544.6
10973,14,962.2
109748,19,46.0
10978,8,603.2
109802,19,98.4
109849,7,4319.6
10994,8,97.6
109973,7,19021.4
109988,7,629.6
110026,19,13452.8
11003,7,2627.6
11004,8,60.6
110050,19,3372.4
110107,21,591.4
110145,19,44975.0
110169,21,14923.8
110205,21,58.0
110235,7,374.0
110251,21,290.2
110260,19,3661.4
110277,19,141.4
11033,8,269.0
11037,7,66.4
11043,21,37.2
110462,19,463.0
110523,19,4919.8
11057,8,43.6
110582,19,3379.0
11064,21,548.2
110660,19,9754.0
11069,21,125.0
110700,7,15709.0
11070,7,134.2
11071,7,29.2
110734,8,2312.8
110739,19,82.0
110763,7,807.6
110770,7,801.8
110772,21,86.4
11077,8,1587.0
1107,7,409.8
110813,19,81.2
110837,7,101587.0
110849,8,8930.2
110864,7,1050.6
110889,7,1201.4
110900,19,429.6
110942,19,442.0
110977,7,11134.4
11097,21,239.2
111000,7,4636.2
11104,8,304.4
111053,7,101.4
111072,21,2260.6
111081,7,220.4
11110,7,1074.2
11113,7,4967.4
11115,7,339.4
111166,19,118.0
111170,19,91.4
111182,21,6719.0
111208,7,9095.0
11128,7,371.6
111309,19,21.0
111375,7,3437.2
111378,7,1049.6
111379,19,815.8
111418,7,482.8
11143,7,11343.2
11146,21,51.0
111471,7,73455.8
111485,19,235.8
111491,7,2355.2
111514,21,54243.4
111604,7,7231.0
111654,14,1595.6
111673,7,10187.4
11169,21,5381.0
111762,21,92.4
111794,7,134.6
111805,7,7311.0
111812,8,19357.8
111820,19,275.8
111966,7,1663.0
111988,19,452.2
112027,7,397015.2
11202,21,65.8
1120,7,949.2
112136,19,2442.4
112139,19,8617.4
11213,7,1240.2
112229,19,186.2
112236,7,1007.4
11225,7,57.8
112367,7,882.2
112400,7,131.4
112425,7,10170.4
11243,7,345.2
112509,8,314.8
11257,8,126.6
1125,7,218.8
112618,7,2082.4
112645,19,20.2
112656,7,194.0
112684,7,17092.4
11268,21,136.8
112709,7,77.0
112719,7,17691.8
11274,8,6472.0
112756,7,101.0
11275,8,68.4
112771,21,1934.0
11278,7,93.0
112798,7,3919.8
112824,21,478.0
112833,7,1296.8
112837,19,64757.0
112869,21,135.2
112921,7,67.4
112928,7,428.2
112929,7,2159.4
11294,21,47.4
112958,19,91.2
11295,21,750.8
11302,8,255.6
113042,7,605.0
113059,7,22847.6
11306,21,9651.8
113107,19,1271.8
113163,19,61.4
113236,19,1074.8
113279,19,1133.4
11328,7,87.0
113296,7,137.6
113297,19,50.8
113311,19,15.4
113317,19,5078.8
11335,7,348.2
113415,7,5836.0
11342,7,115.8
11346,21,58.8
113491,7,836.4
11350,21,344.0
113510,7,5153.8
113512,7,526.4
113532,7,8000.4
113539,19,617.2
113540,7,1812.0
113550,19,1197.0
113570,19,76.6
113589,19,299.8
1135,21,297.6
113603,19,2353.4
11362,7,112.2
113639,7,76.8
11363,7,14151.6
11366,8,134.4
113697,7,1436.2
113698,7,78.2
11369,7,556.0
113724,19,41.4
113728,19,67.0
113755,19,120.8
113789,7,185.6
113798,7,9868.0
113836,7,1868.8
113841,21,786.8
11385,8,6814.4
113891,8,1925.2
11389,21,602.2
113912,7,2659.0
11392,7,178.2
113939,7,532.4
113985,19,3606.2
113986,7,5566.0
113993,8,5232.8
11400,21,370.0
11403,7,1541.0
114074,8,5134.0
114118,7,12457.0
11411,7,273.4
114149,19,1219.8
11416,7,188.4
114170,7,237.6
114195,21,62.6
114196,19,21.6
114209,21,9897.8
11422,8,108.8
11427,7,3324.0
114308,7,1223.8
114405,7,17.2
114412,7,34432.6
114413,21,43.8
114428,19,37212.0
114444,7,5412.2
11446,7,154.4
114491,7,69.6
114542,21,10746.6
114565,7,1438.6
114596,7,2741.6
114603,19,91.2
11460,7,37.6
114623,19,282.4
114633,7,558.6
11467,21,223.2
11468,7,1550.4
114692,19,227.2
114717,7,448.6
114745,21,78.6
114756,7,629.8
114768,19,282.8
114774,21,152.0
114893,7,378.8
114919,7,127460.2
11491,21,2452.2
114921,21,963.0
114930,7,3020.6
114935,7,332.0
114942,19,75.4
114953,21,102.2
115022,19,21.8
115033,19,2163.4
115057,19,56.6
115064,7,15729.4
115069,7,74.8
115073,19,167.6
115078,7,53.8
115082,21,3101.8
115135,19,162.6
115140,7,168.4
115176,7,5095.0
115192,19,180.2
115242,7,299.6
115254,19,231.6
115264,8,3943.8
115295,21,46551.4
115309,19,467.2
115317,7,1090.6
115399,7,11465.8
115404,7,970.4
115433,21,22113.8
115468,7,2870.4
115479,7,2376.8
115497,19,108610.4
115500,19,101.0
11550,7,1745.4
115512,7,2825.6
115524,19,5299.6
115537,7,238.4
115551,19,76.0
115578,19,40.4
115579,7,1008.8
115629,19,80.6
11562,21,62.2
11564,7,370.4
1156,7,439.4
115701,7,191.0
115731,6,24672.6
115793,7,107.4
115796,21,5523.0
115804,19,6449.2
115853,7,105.0
11587,7,66.6
11588,21,200.8
115919,19,8998.4
11592,7,642.0
115965,7,29188.0
11597,8,1345.8
116002,7,2354.0
116130,7,890.4
116144,7,57517.4
116168,7,311.8
116175,8,430.0
11624,7,944.2
116272,7,199.6
116285,7,21.0
116306,7,1319.0
116326,7,5687.2
116335,21,16093.6
11633,7,157.8
116352,7,11.2
116362,21,94.8
116369,21,58.4
11636,21,92.8
116557,19,41.6
11656,8,77.0
116585,8,2694.6
11658,7,2154.0
116602,19,66.4
116622,21,4765.6
11662,7,21735.0
11663,21,749.8
116673,7,21.0
116676,7,1692.0
11667,7,134.6
116683,7,2816.2
116726,19,48.2
11672,8,61.6
116747,7,654.6
11674,7,64.6
116756,19,21.6
116780,7,40.0
116807,19,26126.4
116845,7,607.0
11687,8,3552.4
116884,7,5540.6
116886,7,10616.4
116904,7,165.6
116916,19,393.0
117006,7,874.4
117016,19,2085.2
117031,7,11536.4
117038,19,120.8
117050,8,60.8
117064,7,864.6
117077,7,33.0
117107,21,420.4
117138,7,337.2
117178,21,135.8
117211,7,686.6
11723,8,1862.6
11725,7,359.4
117295,7,157.2
117320,7,1947.2
117321,7,1014.6
117336,7,354.8
117348,19,16.2
117380,19,141.2
117391,19,187.4
117418,7,49362.8
117429,19,21128.6
117438,7,4281.8
117467,19,50.8
117478,19,2638.6
117482,7,73.6
117483,19,21.2
117485,7,3001.2
117502,7,92.4
117536,7,112.8
117550,19,56.2
117607,19,71.2
117635,7,23.4
117641,19,70.8
117645,19,162.0
11764,7,1114.2
117660,19,231.8
11767,7,50.0
117686,19,126.8
117689,19,211.8
11769,8,32.2
11770,7,414.0
11785,7,1076.6
11786,7,660.8
11791,21,221.4
117924,7,3540.8
117936,19,95.4
11795,21,809.4
117970,7,464.0
117979,7,179.8
117984,19,71.0
117996,19,78873.8
118007,7,16330.2
118012,21,79.2
118016,7,2951.6
118023,19,1598.4
118061,7,607.8
118067,19,3325.4
118095,21,111.2
118127,19,91.2
11812,7,362.0
118154,7,2339.4
118188,7,3089.8
11818,7,614.8
118205,7,357.6
118257,21,16958.8
118262,7,3261.6
118285,7,48.6
118299,7,508.6
1182,21,41.0
11834,7,1553.0
118383,19,37.2
11838,7,365.2
118397,19,5241.8
118416,7,2405.8
118439,21,493.0
11843,7,896.6
118455,19,634.4
11847,7,2681.0
1184,21,68.6
118509,7,2585.4
11853,7,13382.2
11855,7,1202.6
118578,19,15.8
11865,21,47.4
118691,7,277.6
11875,7,11678.0
118776,7,33192.6
118829,19,233.6
11884,21,65.6
118861,19,606.4
118865,21,609.6
118933,21,87.2
118969,19,235.0
11897,7,707.2
118982,7,2309.8
119004,19,403.6
119037,19,342.8
11906,21,1202.0
119083,7,460.4
11908,21,808.2
119096,7,622.8
119111,19,41.6
119112,19,51.4
119124,7,503.6
119144,7,199.8
11915,21,6365.6
119160,19,40.8
119167,19,1444.8
119175,7,21254.6
119225,7,3631.8
119237,19,56.8
11923,21,83.8
119252,7,832.8
119254,21,23.0
119281,8,844.4
119285,7,4199.4
119303,19,343.0
119308,7,5268.4
11937,7,1081.2
119406,19,121.0
11940,7,153.4
119453,7,7740.6
11945,8,184.4
119524,7,186.4
11952,7,3965.8
119535,7,255.0
119560,7,651.6
119563,21,2373.0
119586,19,408.0
119605,19,9982.4
11961,7,137.2
119636,21,53.8
119648,19,41.2
119715,7,1821.4
119728,7,1182.4
119738,19,3444.6
119742,7,7894.8
119755,19,65.8
119768,19,65.8
11984,7,3752.8
119851,7,22551.6
119875,7,307.0
119925,19,1296.8
11992,7,27.2
120022,7,21.4
12005,21,1517.2
120091,21,27.4
120147,7,28538.6
120182,8,551.4
120217,21,1555.8
120243,19,26.0
120326,19,595.8
120327,19,30136.6
120359,19,93.6
120368,19,1704.4
120374,19,1312.0
12037,7,647.4
120441,7,2238.0
12044,7,919.8
12045,7,63.2
120460,14,861.8
120554,19,161.8
120559,19,31.0
120571,19,21.6
120616,21,2442.4
120635,7,1621.8
120682,19,10138.0
120702,7,6070.2
120726,19,61.4
120755,7,3469.4
120780,7,27441.4
12078,21,112.8
120830,7,52.2
120843,21,143.8
12089,21,513.6
12092,7,362.2
120940,7,1147.0
120954,7,32.6
12095,21,927.6
120960,7,9469.8
12098,7,175.2
121040,8,20883.8
121061,19,1469.8
12123,7,1727.4
121278,8,5917.8
12131,7,120.0
121458,7,774.0
121459,7,1293.0
121483,19,1194.8
12153,7,826.0
121594,7,811.0
121624,21,639.0
121626,7,3281.6
12163,21,1554.2
12164,7,153.2
121655,19,1348.6
121696,19,13333.4
12169,7,383.6
121738,7,22.2
12173,21,1643.8
121756,7,7463.4
121762,7,1371.6
12177,8,2647.4
121784,7,11714.6
121785,7,3576.4
121799,7,468.6
121833,7,857.2
12183,7,192.6
121874,8,2407.8
121876,19,8160.8
121933,19,127.4
121938,7,11200.0
121945,7,3240.4
121955,7,2324.8
121970,7,5241.2
121974,7,77.2
12198,7,7397.0
122022,19,551.2
122084,19,22.0
12208,7,717.6
122091,7,13018.6
122095,7,72.4
122112,7,27543.2
122141,21,162.6
12218,21,40.6
122215,19,1036.0
12225,21,233.2
122269,19,817.6
122289,7,3242.2
122323,19,96.2
122357,19,3042.4
12235,7,2028.2
122371,19,1642.0
122392,19,97.0
122402,19,15109.4
122415,7,2488.6
122442,19,502.0
12245,21,1143.8
122579,7,204.4
122602,7,1752.4
12261,21,524.8
122644,7,4397.6
122696,21,6121.2
122703,7,48.6
12272,7,7228.0
122751,7,478.6
122784,8,723.6
122785,21,229.6
122816,19,31237.6
122834,7,20814.8
12289,21,53.2
122903,7,103.4
122915,19,46839.6
12294,8,543.4
122951,7,93.8
122966,7,2019.8
12296,21,342.2
122976,7,1416.0
122993,19,92.8
122994,19,6589.6
122997,19,40348.0
1229,21,33.0
12300,21,243.2
123071,21,270.0
123085,7,419.6
123128,7,59.8
123135,7,6123.0
12316,7,198.0
123180,19,7316.4
123181,7,7630.6
123183,19,15.8
123199,7,70038.8
12327,21,1620.6
123315,7,386.6
123321,21,1004.8
123353,7,546.4
123409,7,4805.2
123420,7,47.2
123441,7,128.4
12345,8,5734.2
12355,8,8405.8
12356,7,232.2
12359,7,493.2
12365,8,253.4
123677,7,243.8
123692,21,1328.4
123712,7,38684.2
123725,7,2479.8
123746,7,245.8
123757,7,21964.4
123764,8,7139.4
123772,7,5306.0
123773,7,347.0
1237,7,13843.0
123820,21,1894.2
123919,7,2219.8
123949,7,87.0
123960,7,1021.8
123967,7,81.2
123970,19,521.4
123986,7,1297.2
124031,8,547.2
124057,7,542.2
124078,7,42.8
124100,19,358.8
124109,8,959.0
12412,21,129.8
124147,7,1483.8
124158,19,1897.8
12415,7,5465.4
124175,7,23599.6
124196,8,25126.0
124199,7,31118.4
12420,21,217.2
124232,19,46.6
124275,7,54.4
124303,21,2381.0
124323,21,370.8
124349,19,89651.0
124350,7,406.8
12435,21,230.0
124386,7,66.8
12439,21,3712.8
1243,7,623.4
12440,7,728.8
12445,8,272.6
12447,21,67.0
124489,21,5257.4
12448,7,758.8
124499,8,1211.2
124627,7,6378.2
12462,7,3010.4
124653,8,2140.8
124700,19,79.6
124722,19,305.4
124727,19,10299.6
12472,7,341.0
12477,21,258.8
12481,21,69.2
124833,7,42933.2
124852,19,6028.0
124855,7,3512.6
124925,7,21.6
12492,21,62.0
12494,7,467.2
124968,19,20.4
124977,7,77180.6
125030,7,3730.0
125062,7,589.6
12508,7,305.2
125100,8,173.8
125119,21,522.8
125143,7,646.0
125147,7,649.6
125151,21,1669.2
12521,7,2400.0
12526,7,3659.8
125278,19,81.2
125292,19,171.0
125300,7,39879.8
12530,21,60.4
12536,8,192.8
12541,21,291.6
125436,7,305.6
12550,21,93.6
125553,7,1199.6
125557,21,146.4
12555,8,294.4
125585,7,169481.2
1255,21,1684.4
125630,7,72.0
125707,7,542.8
125709,7,804.4
125743,7,298.4
125765,19,401.4
125793,7,5535.8
12581,7,56.4
125822,7,66.6
125854,7,350.0
12585,21,32174.6
125861,7,2096.8
125862,7,281.2
125866,7,25867.6
125871,19,26.4
125910,7,5487.4
12594,21,917.2
12595,7,22.4
125970,7,1381.4
125988,21,395.8
126028,7,1820.2
12602,7,194.8
126068,21,98.8
126078,7,11083.2
126105,7,29949.6
12611,7,78.4
126121,19,16.2
12613,7,20469.4
126180,19,14312.8
126184,19,127.8
12618,8,54981.2
12621,7,190.6
12622,7,1119.0
126260,19,30.4
12626,7,57.4
126279,7,327.6
126302,7,1888.6
126308,7,540.4
12631,7,30.6
126355,7,108.8
12636,8,3445.0
126376,7,1575.6
12639,8,438.0
126408,8,1651.8
126410,7,4242.6
126415,19,37.0
126421,7,1196.4
12642,21,274.6
12644,7,2401.2
126456,7,3133.6
126457,7,465.2
126459,19,152.0
12646,8,10167.8
126521,7,1938.4
126552,7,996.8
12655,21,472.6
126564,21,698.4
126566,21,272.4
12657,7,1971.2
126583,7,3127.6
12663,7,137.8
126671,19,106.2
126698,7,12550.6
12671,7,172.2
126721,7,5836.0
126741,7,12956.4
126760,19,6699.0
12678,7,150.2
12680,8,14738.2
126887,21,570.4
126889,8,21228.6
126895,8,1522.8
126930,21,315.0
126955,7,21209.6
126958,7,891.0
127002,7,12.6
127055,21,40040.8
127067,21,24860.8
12707,8,99.6
12709,7,15571.8
127113,7,3138.6
127143,7,2506.8
12718,21,11337.0
127205,7,3277.4
12720,7,5795.4
127241,7,13185.0
127260,7,260.2
127301,19,8305.4
127350,19,51.4
127357,19,2167.0
127365,19,3640.0
12736,21,2708.8
127391,7,160.6
127420,7,1433.0
12742,7,220.4
12743,21,167.0
127470,19,20.4
127494,19,826.8
127554,7,369.2
12755,8,7094.8
127585,7,820.8
127625,19,236.6
127708,7,4218.2
127717,7,691.6
127734,21,4325.6
127749,7,2883.0
12776,7,94.4
127772,8,2037.8
127773,7,22.4
127777,7,1892.0
127779,19,7257.8
127799,20,1240.4
12779,21,12644.2
127806,7,2360.6
127842,19,31.2
127865,19,100.6
127874,7,5290.2
127897,7,2775.8
127901,8,67245.4
127924,19,587.0
127925,19,1879.4
12792,21,316.6
127939,7,3295.8
127948,19,3805.8
128005,19,125836.4
128036,19,62.6
12808,7,2581.8
128095,19,173.6
128118,20,5781.6
128180,8,25910.8
128190,19,33.2
128211,7,2700.4
128236,7,2638.0
12828,7,13.8
12829,7,301.8
12834,7,4893.4
12835,8,29.0
128390,19,1237.0
128396,7,723.6
128400,19,888.0
128417,21,158.6
128435,7,3383.4
128443,8,1605.4
128472,19,82.6
128494,19,3540.6
128517,19,34933.6
128529,19,461.6
12855,8,100.4
128585,19,7052.6
12861,8,752.0
128626,21,209.6
128627,7,68354.2
128629,8,606.6
128636,7,27.0
128677,7,246.6
128682,7,756.0
128686,19,454.2
128693,7,886.6
128697,19,52.0
128709,8,8392.6
12870,21,198.4
128719,7,3218.8
12872,21,88.4
12873,21,325.8
128789,8,2057.8
1287,21,47.2
128800,19,1523.0
12882,8,3128.4
128856,19,766.4
128857,19,46300.4
128860,21,675.0
128925,19,46811.2
128929,19,426.6
12892,21,80.0
12898,21,355.0
129030,7,6783.2
129034,19,278.0
12903,7,1072.4
129041,7,10072.0
129052,20,2467.8
129073,19,63935.0
129118,7,2756.8
129251,7,480.6
129263,21,88.8
129287,7,3499.4
129299,7,2087.6
129340,7,3881.8
129393,19,62.0
129399,7,3416.4
12945,7,160.4
12947,7,224.2
129524,19,13956.6
129551,19,8295.2
12955,7,1264.4
129574,19,25.6
129595,7,77.8
129620,19,316.4
129627,8,3104.2
129697,19,103.2
129721,7,374.8
129731,19,12743.2
129735,7,433.8
129782,7,30.0
129817,19,91.6
129831,7,40.8
129842,19,183.0
129859,7,72583.2
12985,7,344.8
129870,19,122.6
12988,7,40.4
129902,7,112.2
129903,7,22141.6
12998,7,294.2
129997,19,102.6
130085,19,1608.0
130130,7,618.8
130143,19,46.8
13015,7,24163.6
13016,7,4135.8
130187,19,426.4
130188,7,26.4
130190,21,479.6
130191,14,48.4
13027,7,11617.8
130296,21,744.2
130308,19,1536.6
130316,7,539.0
130329,7,3411.2
130383,19,2675.0
130406,19,151.2
13040,7,231.0
130428,7,329.4
130435,7,11565.4
130437,21,6835.4
130462,19,6021.0
130472,8,108.8
130505,7,83.8
130517,19,27.0
13051,7,2715.6
130556,19,4281.6
130594,7,1143.6
13061,8,243.0
130661,19,4778.0
130664,19,99278.0
130670,7,1128.0
130716,19,575.4
130741,7,31370.6
130777,19,38521.8
130802,7,2304.0
130804,7,48.4
130817,7,4760.8
13082,8,1350.0
130857,19,1564.2
13086,7,18051.2
13091,21,48.0
130972,21,308.2
130980,7,51.8
131036,8,18524.8
131050,7,202.8
131118,7,1195.2
131125,21,283.8
131172,19,23873.4
131181,7,452.8
13118,21,1438.2
131231,7,34217.0
131251,19,714.2
131296,19,3963.8
131299,19,4259.4
131350,7,2661.6
131389,7,7014.8
131444,7,1148.0
131520,19,26.8
13153,14,6756.4
131556,19,16.6
13155,7,385.0
131587,19,111.6
131595,19,981.8
131601,7,295.0
13164,21,220.6
13167,8,153.6
131680,7,9053.8
13168,7,45.4
13169,21,110.6
131740,7,417.6
131760,19,56.2
131769,21,3821.8
131799,19,43.0
131817,19,56.8
131848,19,27.2
131860,19,75.8
131884,19,64.6
131885,7,1192.0
131892,19,248.6
13192,7,2293.2
131985,21,246.8
132016,7,1205.2
132026,19,9303.0
132038,19,4853.8
13203,21,672.0
132062,19,97.4
132078,19,46.8
132085,7,21.6
132117,7,11680.2
13213,7,2147.0
132155,7,39567.8
132157,7,319.6
132179,19,450.2
132214,7,858.6
132215,19,2772.6
132245,19,64.4
132266,7,5192.6
132278,7,31326.0
132308,19,58581.4
132324,19,782.8
132328,8,12925.8
132398,19,267.0
132401,7,2705.8
13243,8,444.6
13245,7,205.8
13247,7,365.6
132506,19,62714.6
13250,7,112.2
13252,21,209.0
132532,7,6611.0
13253,7,1273.0
13256,7,304.2
132576,19,16851.6
132590,19,406.8
132678,19,13658.4
132708,21,1823.0
132719,19,26.4
132748,7,165.6
132777,7,64.8
132782,19,22.2
132802,21,7700.2
13285,7,64.0
132891,7,287.4
132911,7,674.0
13291,8,638.8
132921,7,18189.2
